Gender,Age,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Payment Method,Monthly Charge,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
Male,58,10,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Credit Card,19.5,0.0,0,157.1,382.95,Stayed,mising,mising
Male,39,65,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,One Year,Bank Withdrawal,89.75,18.72,0,3206.45,8957.33,Churned,Dissatisfaction,Network reliability
Male,71,1,Offer E,Yes,No,Yes,Cable,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,45.1,0.0,0,15.28,60.38,Churned,Attitude,Attitude of support person
Female,59,30,Offer C,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Credit Card,79.3,0.0,0,202.2,2629.3,Stayed,mising,mising
Male,20,13,Offer D,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Month-to-Month,Credit Card,44.0,0.0,0,346.19,1005.54,Stayed,mising,mising
Male,52,4,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,74.35,0.0,0,191.28,456.63,Churned,Attitude,Attitude of support person
Female,31,11,Offer D,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Credit Card,20.0,0.0,0,511.39,723.34,Stayed,mising,mising
Female,21,62,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,113.95,0.0,0,2646.16,9537.56,Stayed,mising,mising
Male,58,2,mising,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Month-to-Month,Bank Withdrawal,80.2,0.0,10,52.94,244.04,Churned,Competitor,Competitor made better offer
Male,40,9,Offer E,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,94.05,0.0,0,139.77,951.42,Stayed,mising,mising
Female,75,71,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,Two Year,Bank Withdrawal,104.05,0.0,0,3398.06,10811.61,Stayed,mising,mising
Male,39,58,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Credit Card,100.35,0.0,0,330.02,6011.12,Stayed,mising,mising
Male,25,72,Offer A,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Bank Withdrawal,24.75,0.0,0,2108.88,3886.48,Stayed,mising,mising
Female,46,10,Offer D,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Credit Card,45.25,44.9,0,35.5,419.3,Stayed,mising,mising
Female,57,19,Offer D,Yes,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,56.2,0.0,0,764.18,1857.58,Stayed,mising,mising
Male,63,59,mising,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Credit Card,76.75,0.0,0,940.46,5482.36,Stayed,mising,mising
Male,61,54,Offer B,Yes,No,Yes,Cable,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Credit Card,69.9,0.0,0,1491.48,5374.78,Stayed,mising,mising
Female,74,4,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,95.45,0.0,0,126.44,522.54,Churned,Competitor,Competitor made better offer
Female,55,42,mising,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Bank Withdrawal,25.25,0.0,0,1412.46,2520.66,Stayed,mising,mising
Male,49,48,mising,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,111.8,0.0,0,603.36,6047.01,Stayed,mising,mising
Female,26,43,mising,Yes,No,Yes,Cable,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,63.95,0.0,0,240.8,2977.85,Stayed,mising,mising
Male,39,68,mising,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,88.85,0.0,0,2829.48,8962.18,Stayed,mising,mising
Female,61,12,Offer D,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,79.8,21.53,0,173.04,1152.71,Stayed,mising,mising
Male,47,38,mising,No,mising,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,60.0,0.0,0,0.0,2193.2,Stayed,mising,mising
Male,73,14,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Two Year,Bank Withdrawal,75.1,0.0,0,636.44,1649.79,Stayed,mising,mising
Male,22,72,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,106.3,0.0,0,1086.48,8651.83,Stayed,mising,mising
Female,23,11,mising,No,mising,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,50.55,0.0,0,0.0,565.35,Stayed,mising,mising
Male,58,17,mising,Yes,No,Yes,Cable,Yes,No,No,No,No,No,Yes,One Year,Credit Card,56.1,0.0,0,619.99,1566.94,Stayed,mising,mising
Female,31,10,Offer D,No,mising,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,40.7,0.0,0,0.0,449.3,Stayed,mising,mising
Male,20,4,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,72.2,0.0,0,119.92,425.47,Churned,Dissatisfaction,Service dissatisfaction
Male,65,39,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,105.65,0.0,0,1296.75,5581.55,Churned,Attitude,Attitude of support person
Male,74,23,mising,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,106.4,0.0,0,405.26,2888.76,Churned,Dissatisfaction,Product dissatisfaction
Male,33,9,mising,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,101.5,0.0,0,332.46,1239.31,Stayed,mising,mising
Male,42,4,mising,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Credit Card,69.55,0.0,0,148.92,433.82,Stayed,mising,mising
Female,39,36,mising,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Credit Card,104.5,0.0,0,1573.2,5258.15,Stayed,mising,mising
Female,29,6,mising,No,mising,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Credit Card,49.25,0.0,0,0.0,255.6,Stayed,mising,mising
Female,36,72,mising,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,84.9,0.0,0,96.48,6161.78,Stayed,mising,mising
Female,61,7,mising,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Month-to-Month,Credit Card,79.65,0.0,0,282.24,886.94,Churned,Attitude,Attitude of support person
Female,58,56,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,20.05,0.0,0,1981.28,3071.38,Stayed,mising,mising
Female,28,6,mising,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Credit Card,85.95,0.0,0,243.84,758.44,Stayed,mising,mising
Female,77,49,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Bank Withdrawal,103.0,0.0,0,1787.03,6953.23,Stayed,mising,mising
Male,35,15,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Credit Card,19.75,0.0,0,52.35,363.95,Stayed,mising,mising
Female,24,23,Offer D,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,19.65,0.0,0,43.24,494.79,Stayed,mising,mising
Female,46,54,mising,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Bank Withdrawal,80.6,0.0,140,1980.72,6420.67,Stayed,mising,mising
Female,25,71,Offer A,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,81.85,0.0,0,442.33,6366.73,Stayed,mising,mising
Male,34,34,mising,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,49.8,0.0,70,166.26,1970.46,Stayed,mising,mising
Female,47,42,mising,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Bank Withdrawal,22.95,0.0,0,585.9,1600.15,Stayed,mising,mising
Male,54,8,Offer E,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,19.6,0.0,0,107.44,232.44,Stayed,mising,mising
Male,43,39,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Credit Card,73.15,0.0,0,338.91,3069.76,Stayed,mising,mising
Female,49,1,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,93.85,0.0,0,16.15,110.0,Churned,Competitor,Competitor offered more data
Female,66,50,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Yes,One Year,Bank Withdrawal,106.8,0.0,0,530.0,5877.95,Stayed,mising,mising
Female,26,72,Offer A,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Two Year,Credit Card,97.7,0.0,0,2058.48,8928.18,Stayed,mising,mising
Female,55,24,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Credit Card,75.4,0.0,0,425.52,2173.37,Churned,Attitude,Attitude of support person
Male,20,11,mising,No,mising,Yes,DSL,No,No,Yes,No,No,No,Yes,Month-to-Month,Bank Withdrawal,35.65,0.0,0,0.0,425.1,Stayed,mising,mising
Female,30,7,mising,Yes,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,66.85,0.0,0,337.12,795.22,Stayed,mising,mising
Male,55,7,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,94.1,0.0,0,51.59,752.89,Stayed,mising,mising
Female,45,59,Offer B,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,20.6,0.0,0,145.73,1431.73,Stayed,mising,mising
Male,35,66,mising,No,mising,Yes,Cable,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Credit Card,56.75,0.0,0,0.0,3708.4,Stayed,mising,mising
Female,62,72,Offer A,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Bank Withdrawal,23.75,0.0,0,1522.08,3201.33,Stayed,mising,mising
Male,73,33,mising,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,One Year,Bank Withdrawal,93.55,0.0,0,1469.82,4525.32,Stayed,mising,mising
Female,74,66,mising,Yes,Yes,Yes,Cable,No,Yes,No,Yes,Yes,No,Yes,Two Year,Bank Withdrawal,80.55,0.0,0,1432.2,6697.3,Churned,Attitude,Attitude of support person
Female,48,11,mising,Yes,Yes,Yes,Cable,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,97.85,0.0,0,303.27,1408.67,Churned,Competitor,Competitor offered more data
Male,79,69,Offer A,No,mising,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No,Two Year,Credit Card,56.55,0.0,40,0.0,3992.65,Stayed,mising,mising
Female,51,24,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,19.7,0.0,0,729.84,1182.39,Stayed,mising,mising
Female,52,31,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,20.9,0.0,0,810.96,1500.31,Stayed,mising,mising
Female,30,70,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,94.8,0.0,0,1852.9,8711.95,Stayed,mising,mising
Male,48,46,mising,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,93.7,0.0,0,725.88,4880.68,Churned,Price,Extra data charges
Female,44,68,mising,No,mising,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,60.3,0.0,0,0.0,4109.0,Stayed,mising,mising
Female,56,28,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,89.95,0.0,0,847.84,3473.39,Churned,Attitude,Attitude of service provider
Male,50,12,mising,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Month-to-Month,Bank Withdrawal,50.25,0.0,120,558.96,1272.71,Churned,Price,Extra data charges
Female,41,2,mising,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,-1.0,0.0,0,10.22,169.67,Churned,Competitor,Competitor made better offer
Male,47,62,mising,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Credit Card,71.4,0.0,0,871.1,5358.4,Stayed,mising,mising
Male,33,6,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,75.5,0.0,0,127.38,565.38,Churned,Dissatisfaction,Product dissatisfaction
Female,52,4,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Bank Withdrawal,20.5,0.0,0,178.92,257.97,Stayed,mising,mising
Female,50,53,mising,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Bank Withdrawal,90.8,0.0,60,133.03,5114.23,Stayed,mising,mising
Female,80,32,Offer C,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Two Year,Bank Withdrawal,90.95,25.55,0,1010.24,3882.64,Stayed,mising,mising
Male,50,41,mising,No,mising,Yes,Cable,No,Yes,No,Yes,Yes,Yes,No,One Year,Bank Withdrawal,51.35,0.0,80,0.0,2155.1,Stayed,mising,mising
Female,57,52,Offer B,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Mailed Check,20.65,0.0,0,1172.6,2195.55,Stayed,mising,mising
Female,38,24,Offer C,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Credit Card,19.9,0.0,0,107.28,640.78,Stayed,mising,mising
Female,62,72,Offer A,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,93.25,0.0,0,123.84,6812.79,Stayed,mising,mising
Female,43,14,Offer D,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Credit Card,80.45,0.0,0,136.78,1273.83,Stayed,mising,mising
Male,53,67,mising,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,118.35,0.0,0,1518.22,9322.37,Churned,Competitor,Competitor had better devices
Female,55,21,mising,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Credit Card,80.9,0.0,60,236.67,2011.62,Stayed,mising,mising
Male,47,71,mising,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,83.2,0.0,0,2491.39,8617.49,Stayed,mising,mising
Male,55,25,mising,Yes,Yes,Yes,Cable,No,No,No,Yes,No,No,No,Month-to-Month,Bank Withdrawal,60.35,0.0,10,646.75,2061.4,Stayed,mising,mising
Female,38,23,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Bank Withdrawal,20.3,0.0,0,373.98,844.58,Stayed,mising,mising
Male,78,72,Offer A,No,mising,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Bank Withdrawal,64.8,0.0,0,0.0,4732.35,Stayed,mising,mising
Male,39,12,Offer D,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,49.2,0.0,80,114.96,766.11,Stayed,mising,mising
Male,51,22,Offer D,No,mising,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,One Year,Bank Withdrawal,43.75,0.0,0,0.0,903.6,Churned,Dissatisfaction,Network reliability
Male,22,70,mising,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Credit Card,77.3,26.87,0,336.0,5807.33,Stayed,mising,mising
Male,47,72,mising,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Bank Withdrawal,114.55,21.6,40,1576.08,9900.53,Stayed,mising,mising
Female,44,70,mising,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Bank Withdrawal,26.0,0.0,0,990.5,2997.45,Stayed,mising,mising
Male,45,16,mising,No,mising,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Credit Card,54.85,0.0,0,0.0,916.15,Stayed,mising,mising
Female,20,22,mising,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Month-to-Month,Credit Card,80.0,0.0,50,992.2,2748.65,Stayed,mising,mising
Male,33,5,mising,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Credit Card,90.35,17.33,0,75.05,492.22,Stayed,mising,mising
Female,45,69,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Bank Withdrawal,108.75,0.0,100,3205.05,10798.1,Stayed,mising,mising
Female,63,42,Offer B,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,20.0,0.0,0,131.88,965.43,Stayed,mising,mising
Female,42,42,mising,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,100.4,0.0,0,529.2,4832.85,Stayed,mising,mising
Male,27,5,Offer E,Yes,No,Yes,Cable,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Credit Card,55.75,0.0,0,154.6,421.55,Stayed,mising,mising
Female,21,72,mising,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,86.4,0.0,0,1105.2,7164.15,Stayed,mising,mising
Male,52,39,mising,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,25.0,0.0,0,1948.05,2952.4,Stayed,mising,mising
Female,30,21,mising,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,One Year,Bank Withdrawal,60.25,0.0,0,155.61,1413.96,Stayed,mising,mising
Male,27,35,mising,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Credit Card,61.0,10.7,0,886.2,3005.95,Stayed,mising,mising
Male,60,35,Offer C,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,No,No,Yes,Two Year,Credit Card,69.15,0.0,0,177.1,2667.25,Stayed,mising,mising
Male,78,12,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Two Year,Credit Card,73.3,0.0,0,520.8,1348.85,Stayed,mising,mising
Female,35,27,mising,Yes,No,Yes,DSL,Yes,No,No,No,No,No,Yes,Month-to-Month,Credit Card,56.7,0.0,0,680.67,2333.62,Stayed,mising,mising
Male,22,72,Offer A,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Bank Withdrawal,25.0,0.0,0,1370.88,3109.78,Stayed,mising,mising
Female,55,58,mising,No,mising,Yes,DSL,Yes,No,No,Yes,No,No,Yes,One Year,Bank Withdrawal,45.35,4.08,0,0.0,2536.02,Stayed,mising,mising
Male,75,10,Offer D,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,Yes,Month-to-Month,Bank Withdrawal,79.25,0.0,0,75.1,868.65,Churned,Competitor,Competitor had better devices
Male,30,64,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,One Year,Bank Withdrawal,89.45,0.0,0,883.2,6575.85,Stayed,mising,mising
Female,60,71,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Bank Withdrawal,20.5,0.0,0,790.23,2291.18,Stayed,mising,mising
Female,44,10,Offer D,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,51.2,0.0,0,455.6,953.85,Stayed,mising,mising
Female,36,4,Offer E,Yes,No,Yes,Cable,No,No,No,No,No,No,Yes,Month-to-Month,Credit Card,45.3,0.0,0,159.6,356.55,Churned,Other,Don't know
Male,44,71,Offer A,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,One Year,Credit Card,79.05,0.0,0,2935.14,8487.64,Stayed,mising,mising
Female,58,66,Offer A,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,Yes,Two Year,Bank Withdrawal,59.75,0.0,0,553.74,4550.54,Stayed,mising,mising
Male,24,69,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,19.95,0.0,0,495.42,1894.77,Stayed,mising,mising
Male,39,43,mising,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Bank Withdrawal,26.45,0.0,0,1242.7,2352.75,Stayed,mising,mising
Female,21,72,Offer A,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,24.85,0.0,0,955.44,2827.29,Stayed,mising,mising
Female,24,61,Offer B,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Bank Withdrawal,19.45,0.0,0,1580.51,2916.86,Stayed,mising,mising
Male,22,7,mising,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,44.65,0.0,0,187.32,509.82,Stayed,mising,mising
Male,47,70,mising,No,mising,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,Two Year,Credit Card,39.15,0.0,0,0.0,2692.75,Stayed,mising,mising
Female,73,5,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,Yes,One Year,Bank Withdrawal,84.7,41.2,0,71.1,422.4,Stayed,mising,mising
Female,66,16,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,96.4,47.2,0,513.76,2047.76,Churned,Dissatisfaction,Poor expertise of phone support
Male,24,17,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Month-to-Month,Credit Card,21.1,0.0,0,578.34,963.89,Stayed,mising,mising
Male,38,51,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Credit Card,19.4,0.0,0,1919.13,2916.88,Stayed,mising,mising
Female,79,5,mising,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,No,Two Year,Credit Card,59.9,0.0,20,219.95,527.8,Stayed,mising,mising
Female,51,14,Offer D,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,64.7,0.0,0,285.6,1226.6,Churned,Competitor,Competitor offered more data
Male,74,3,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,77.0,0.0,0,145.02,382.77,Churned,Competitor,Competitor had better devices
Female,53,64,Offer B,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Yes,One Year,Bank Withdrawal,53.85,0.0,0,1092.48,4492.33,Stayed,mising,mising
Female,37,7,mising,No,mising,Yes,Cable,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Credit Card,34.65,0.0,0,0.0,246.6,Stayed,mising,mising
Female,29,1,mising,No,mising,Yes,DSL,No,No,No,No,No,Yes,Yes,Month-to-Month,Mailed Check,25.2,0.0,0,0.0,25.2,Churned,Other,Don't know
Female,70,60,mising,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Bank Withdrawal,116.05,0.0,0,243.6,7169.5,Stayed,mising,mising
Male,66,2,mising,No,mising,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Credit Card,24.45,0.0,0,0.0,47.5,Churned,Competitor,Competitor offered more data
Female,44,20,mising,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Credit Card,68.9,0.0,0,455.0,1825.35,Stayed,mising,mising
Male,46,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,115.55,0.0,0,3443.04,11868.34,Stayed,mising,mising
Female,35,72,mising,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Credit Card,107.45,0.0,0,1288.08,8946.38,Stayed,mising,mising
Male,55,4,mising,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,90.4,0.0,0,127.68,484.33,Stayed,mising,mising
Female,47,33,mising,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Bank Withdrawal,103.75,0.0,100,516.78,3977.83,Churned,Attitude,Attitude of service provider
Male,45,56,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,One Year,Bank Withdrawal,93.15,0.0,0,2258.48,7512.43,Stayed,mising,mising
Male,30,9,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,70.5,0.0,0,366.39,964.29,Stayed,mising,mising
Male,57,12,Offer D,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,95.7,0.0,0,588.0,1772.0,Stayed,mising,mising
Male,70,51,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,97.8,0.0,0,993.99,5907.29,Churned,Price,Long distance charges
Female,22,33,Offer C,Yes,Yes,No,mising,mising,mising,mising,mising,mising,mising,mising,One Year,Credit Card,24.15,0.0,0,56.43,856.73,Stayed,mising,mising
Female,39,1,Offer E,Yes,No,Yes,Cable,No,Yes,No,No,No,No,Yes,Month-to-Month,Mailed Check,50.45,0.0,0,23.7,74.15,Churned,Dissatisfaction,Network reliability
Female,34,70,mising,Yes,No,No,mising,mising,mising,mising,mising,mising,mising,mising,Two Year,Credit Card,19.85,33.29,0,2863.7,4158.76,Stayed,mising,mising
Female,69,32,mising,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,93.2,17.88,0,1079.68,3992.8,Churned,Competitor,Competitor made better offer
Female,19,39,Offer C,No,mising,Yes,DSL,Yes,No,Yes,No,No,No,Yes,One Year,Bank Withdrawal,41.15,0.0,0,0.0,1700.9,Stayed,mising,mising
